000002F|quiver	8301	8227	000002F_F30	9	33
000070F|quiver	8095	8054	000070F_R551	11	24
000070F|quiver	32477	32433	000070F_R551	11	25
000070F|quiver	12076	12032	000070F_R551	11	25
000070F|quiver	10052	10011	000070F_R551	11	24
000070F|quiver	1163	1119	000070F_R551	11	25
000070F|quiver	15247	15137	000070F_R552	11	47
000070F|quiver	13644	13534	000070F_R552	11	47
000070F|quiver	18453	18343	000070F_R552	11	47
000070F|quiver	16851	16741	000070F_R552	11	47
000070F|quiver	20056	19952	000070F_R552	11	45
000070F|quiver	34095	33991	000070F_R552	11	45
000070F|quiver	23301	23197	000070F_R552	11	45
000070F|quiver	35723	35619	000070F_R552	11	45
000070F|quiver	21677	21573	000070F_R552	11	45
000070F|quiver	24925	24821	000070F_R552	11	45
000070F|quiver	8095	8054	000070F_R552	11	24
000070F|quiver	32477	32433	000070F_R552	11	25
000070F|quiver	12076	12032	000070F_R552	11	25
000070F|quiver	10052	10011	000070F_R552	11	24
000070F|quiver	1163	1119	000070F_R552	11	25
000070F|quiver	15247	15137	000070F_R553	11	47
000070F|quiver	13644	13534	000070F_R553	11	47
000070F|quiver	18453	18343	000070F_R553	11	47
000070F|quiver	16851	16741	000070F_R553	11	47
000070F|quiver	20056	19952	000070F_R553	11	45
000070F|quiver	34095	33991	000070F_R553	11	45
000070F|quiver	23301	23197	000070F_R553	11	45
000070F|quiver	35723	35619	000070F_R553	11	45
000070F|quiver	21677	21573	000070F_R553	11	45
000070F|quiver	24925	24821	000070F_R553	11	45
000070F|quiver	8095	8054	000070F_R553	11	24
000070F|quiver	32477	32433	000070F_R553	11	25
000070F|quiver	12076	12032	000070F_R553	11	25
000070F|quiver	10052	10011	000070F_R553	11	24
000070F|quiver	1163	1119	000070F_R553	11	25
000070F|quiver	15247	15137	000070F_R564	11	47
000070F|quiver	13644	13534	000070F_R564	11	47
000070F|quiver	18453	18343	000070F_R564	11	47
000070F|quiver	16851	16741	000070F_R564	11	47
000070F|quiver	20056	19952	000070F_R564	11	45
000070F|quiver	34095	33991	000070F_R564	11	45
000070F|quiver	21677	21573	000070F_R564	11	45
000070F|quiver	35723	35619	000070F_R564	11	45
000070F|quiver	23301	23197	000070F_R564	11	45
000070F|quiver	24925	24821	000070F_R564	11	45
000070F|quiver	8095	8054	000070F_R564	11	24
000070F|quiver	32477	32433	000070F_R564	11	25
000070F|quiver	12076	12032	000070F_R564	11	25
000070F|quiver	10052	10011	000070F_R564	11	24
000070F|quiver	1163	1119	000070F_R564	11	25
000070F|quiver	15247	15137	000070F_R565	11	47
000070F|quiver	13644	13534	000070F_R565	11	47
000070F|quiver	18453	18343	000070F_R565	11	47
000070F|quiver	16851	16741	000070F_R565	11	47
000070F|quiver	20056	19952	000070F_R565	11	45
000070F|quiver	34095	33991	000070F_R565	11	45
000070F|quiver	21677	21573	000070F_R565	11	45
000070F|quiver	35723	35619	000070F_R565	11	45
000070F|quiver	23301	23197	000070F_R565	11	45
000070F|quiver	24925	24821	000070F_R565	11	45
000070F|quiver	8095	8054	000070F_R565	11	24
000070F|quiver	32477	32433	000070F_R565	11	25
000070F|quiver	12076	12032	000070F_R565	11	25
000070F|quiver	10052	10011	000070F_R565	11	24
000070F|quiver	1163	1119	000070F_R565	11	25
000070F|quiver	15247	15137	000070F_R566	11	47
000070F|quiver	13644	13534	000070F_R566	11	47
000070F|quiver	18453	18343	000070F_R566	11	47
000070F|quiver	16851	16741	000070F_R566	11	47
000070F|quiver	20056	19952	000070F_R566	11	45
000070F|quiver	34095	33991	000070F_R566	11	45
000070F|quiver	21677	21573	000070F_R566	11	45
000070F|quiver	35723	35619	000070F_R566	11	45
000070F|quiver	23301	23197	000070F_R566	11	45
000070F|quiver	24925	24821	000070F_R566	11	45
000070F|quiver	8095	8054	000070F_R566	11	24
000070F|quiver	32477	32433	000070F_R566	11	25
000070F|quiver	12076	12032	000070F_R566	11	25
000070F|quiver	10052	10011	000070F_R566	11	24
000070F|quiver	1163	1119	000070F_R566	11	25
000070F|quiver	15247	15137	000070F_R567	11	47
000070F|quiver	13644	13534	000070F_R567	11	47
000070F|quiver	18453	18343	000070F_R567	11	47
000070F|quiver	16851	16741	000070F_R567	11	47
000070F|quiver	20056	19952	000070F_R567	11	45
000070F|quiver	34095	33991	000070F_R567	11	45
000070F|quiver	21677	21573	000070F_R567	11	45
000070F|quiver	35723	35619	000070F_R567	11	45
000070F|quiver	23301	23197	000070F_R567	11	45
000070F|quiver	24925	24821	000070F_R567	11	45
000070F|quiver	8095	8054	000070F_R567	11	24
000070F|quiver	32477	32433	000070F_R567	11	25
000070F|quiver	12076	12032	000070F_R567	11	25
000070F|quiver	10052	10011	000070F_R567	11	24
000070F|quiver	1163	1119	000070F_R567	11	25
000075F|quiver	22978	23109	000075F_R24	109	158
000078F|quiver	112658	112509	000078F_F14	120	169
000078F|quiver	112779	112702	000078F_F14	76	101
000078F|quiver	112999	112934	000078F_F14	2	23
000100F|quiver	61514	61242	000100F_R159	18	108
000100F|quiver	44747	44613	000100F_R197	16	60
000100F|quiver	47536	47583	000100F_R197	16	31
000102F|quiver	40641	40573	000102F_R136	60	82
000105F|quiver	50385	50645	000105F_R218	42	129
000108F|quiver	71121	70843	000108F_R71	4	94
000108F|quiver	65836	65711	000108F_R71	53	94
000108F|quiver	65936	65865	000108F_R71	22	45
000108F|quiver	77251	77111	000108F_R71	37	80
000108F|quiver	72824	72994	000108F_R71	7	64
000108F|quiver	72994	73083	000108F_R71	65	94
000108F|quiver	62778	62614	000108F_R71	30	84
001975F|quiver	4898	4770	000112F_R18	9	51
001975F|quiver	11347	11294	000112F_R18	34	51
000114F|quiver	91942	91775	000114F_R187	6	59
000114F|quiver	63350	63213	000114F_R228	25	68
000114F|quiver	63409	63344	000114F_R228	2	23
000117F|quiver	32582	32397	000117F_R279	20	81
000119F|quiver	64570	64899	000119F_R151	5	116
000119F|quiver	98239	98331	000119F_R151	86	116
000119F|quiver	98105	98263	000119F_R151	33	93
000134F|quiver	92119	92232	000134F_F298	8	45
000135F|quiver	41117	41434	000135F_R134	35	140
000135F|quiver	41424	41594	000135F_R134	137	191
000137F|quiver	37904	37590	000137F_R236	131	236
000137F|quiver	38289	37900	000137F_R236	3	132
000137F|quiver	40862	40473	000137F_R236	3	132
000137F|quiver	40477	40277	000137F_R236	131	208
000137F|quiver	40278	40192	000137F_R236	208	236
000137F|quiver	48659	47979	000137F_R236	3	236
000137F|quiver	32829	32440	000137F_R236	3	132
000137F|quiver	32444	32247	000137F_R236	131	208
000137F|quiver	32248	32192	000137F_R236	208	226
000137F|quiver	69922	70122	000137F_R236	131	197
000137F|quiver	69539	69667	000137F_R236	3	45
000137F|quiver	69717	69926	000137F_R236	63	132
000137F|quiver	70161	70238	000137F_R236	210	235
000137F|quiver	43468	42767	000137F_R236	3	236
000137F|quiver	66580	67284	000137F_R236	3	236
000137F|quiver	35538	34834	000137F_R236	3	236
000137F|quiver	18865	18164	000137F_R236	3	235
000137F|quiver	63967	64668	000137F_R236	3	235
000137F|quiver	30137	29439	000137F_R236	3	236
000137F|quiver	61289	61975	000137F_R236	9	236
000137F|quiver	27387	27223	000137F_R236	3	57
000137F|quiver	27223	26690	000137F_R236	58	236
000137F|quiver	27003	26770	000137F_R236	131	208
000147F|quiver	27905	27828	000147F_R219	70	95
000148F|quiver	17836	17642	000148F_R217	14	78
000148F|quiver	13446	13294	000148F_R217	14	64
000149F|quiver	71394	71486	000149F_F234	25	55
000149F|quiver	71335	71391	000149F_F234	5	23
000149F|quiver	71537	71605	000149F_F234	73	95
000149F|quiver	71394	71486	000149F_F235	25	55
000149F|quiver	71335	71391	000149F_F235	5	23
000149F|quiver	71537	71605	000149F_F235	73	95
000149F|quiver	41417	41842	000149F_R352	53	187
000149F|quiver	9348	8920	000149F_R352	53	197
000150F|quiver	73291	72860	000150F_R73	75	218
000150F|quiver	73291	72860	000150F_R74	75	218
000152F|quiver	87890	87982	000152F_F270	74	104
000161F|quiver	4137	4418	000161F_R281	13	107
000173F|quiver	35002	34673	000173F_R384	51	171
000173F|quiver	16005	15742	000173F_R395	117	204
000173F|quiver	15737	15510	000173F_R395	206	281
000173F|quiver	16640	16524	000173F_R395	2	40
000174F|quiver	71240	71344	000174F_F262	19	53
000174F|quiver	71240	71344	000174F_F263	19	53
000174F|quiver	71240	71344	000174F_F264	19	53
000186F|quiver	38088	37834	000186F_R143	110	194
000186F|quiver	37788	37480	000186F_R143	95	194
000186F|quiver	38730	38461	000186F_R143	102	190
000186F|quiver	39060	38746	000186F_R143	106	207
000186F|quiver	39399	39313	000186F_R143	109	137
000200F|quiver	38359	38192	000200F_F145	119	174
000200F|quiver	9189	9016	000200F_F145	8	65
000200F|quiver	8841	8755	000200F_F145	119	161
000200F|quiver	52103	52270	000200F_F235	120	175
000200F|quiver	40757	40924	000200F_F235	120	175
000200F|quiver	38359	38192	000200F_F235	120	175
000200F|quiver	9189	9133	000200F_F235	8	26
000200F|quiver	8841	8755	000200F_F235	120	162
000200F|quiver	38359	38135	000200F_R138	124	198
000200F|quiver	40757	40981	000200F_R138	124	198
000200F|quiver	52103	52327	000200F_R138	124	198
000200F|quiver	9189	9133	000200F_R138	8	26
000200F|quiver	8841	8764	000200F_R138	124	163
000202F|quiver	75615	75562	000202F_F198	17	34
000202F|quiver	75559	75392	000202F_F198	34	95
000202F|quiver	73339	73506	000202F_F198	34	95
000202F|quiver	73295	73336	000202F_F198	21	34
000212F|quiver	80637	80428	000212F_R10	17	86
000277F|quiver	28251	27211	000277F_R66	37	380
000277F|quiver	28242	27217	000277F_R66	128	467
000277F|quiver	57281	57463	000277F_R66	403	469
000277F|quiver	56932	57072	000277F_R66	317	365
000277F|quiver	56771	56923	000277F_R66	267	316
000277F|quiver	44000	43779	000277F_R66	275	343
000278F|quiver	22296	22400	000278F_F124	10	44
000278F|quiver	24499	24576	000278F_F124	19	44
001048F|quiver	23520	23717	000282F_R154	13	78
000071F|quiver	45409	45344	000293F_R27	4	25
000071F|quiver	108406	108335	000293F_R27	2	25
000311F|quiver	58722	58645	000311F_R253	16	41
000329F|quiver	59502	59576	000329F_F263	32	57
000346F|quiver	45850	45236	000346F_F27	23	235
000346F|quiver	19048	19425	000346F_F27	107	232
000346F|quiver	18734	19051	000346F_F27	2	104
000346F|quiver	40745	41401	000346F_F27	40	260
000346F|quiver	45133	44651	000346F_F27	85	249
000346F|quiver	16681	17109	000346F_F27	85	228
000346F|quiver	21468	21872	000346F_F27	91	228
000346F|quiver	17242	17613	000346F_F27	88	214
000346F|quiver	21053	21403	000346F_F27	135	253
000346F|quiver	21990	22427	000346F_F27	83	235
000346F|quiver	44510	44229	000346F_F27	112	214
000346F|quiver	41269	41496	000346F_F27	124	201
000346F|quiver	15938	16576	000346F_R120	22	226
000346F|quiver	16549	17310	000346F_R120	218	467
000346F|quiver	19045	19695	000346F_R120	97	312
000346F|quiver	18842	19054	000346F_R120	27	96
000346F|quiver	21300	22076	000346F_R120	211	468
000346F|quiver	40757	41266	000346F_R120	37	206
000346F|quiver	41269	41658	000346F_R120	208	339
000346F|quiver	16681	17613	000346F_R120	76	386
000346F|quiver	21453	22388	000346F_R120	76	390
000346F|quiver	16124	16534	000346F_R120	261	393
000346F|quiver	16570	16758	000346F_R120	406	468
000346F|quiver	19060	19608	000346F_R120	286	465
000346F|quiver	40838	41269	000346F_R120	248	388
000346F|quiver	41320	41508	000346F_R120	406	468
000346F|quiver	21053	21304	000346F_R120	310	393
000346F|quiver	21990	22469	000346F_R120	74	234
000346F|quiver	21053	21346	000346F_R120	126	226
000346F|quiver	44510	44040	000346F_R120	287	447
000346F|quiver	16639	17586	000346F_R120	157	468
000346F|quiver	44510	44040	000346F_R120	103	265
000346F|quiver	41287	41742	000346F_R120	121	271
000346F|quiver	15938	16576	000346F_R121	22	226
000346F|quiver	16549	17310	000346F_R121	218	467
000346F|quiver	19045	19695	000346F_R121	97	312
000346F|quiver	18842	19054	000346F_R121	27	96
000346F|quiver	21300	22076	000346F_R121	211	468
000346F|quiver	40757	41266	000346F_R121	37	206
000346F|quiver	41269	41658	000346F_R121	208	339
000346F|quiver	16681	17613	000346F_R121	76	386
000346F|quiver	21453	22388	000346F_R121	76	390
000346F|quiver	16124	16534	000346F_R121	261	393
000346F|quiver	16570	16758	000346F_R121	406	468
000346F|quiver	19060	19608	000346F_R121	286	465
000346F|quiver	40838	41269	000346F_R121	248	388
000346F|quiver	41320	41508	000346F_R121	406	468
000346F|quiver	21053	21304	000346F_R121	310	393
000346F|quiver	21990	22469	000346F_R121	74	234
000346F|quiver	21053	21346	000346F_R121	126	226
000346F|quiver	44510	44040	000346F_R121	287	447
000346F|quiver	16639	17586	000346F_R121	157	468
000346F|quiver	44510	44040	000346F_R121	103	265
000346F|quiver	41287	41742	000346F_R121	121	271
000356F|quiver	17443	17607	000356F_F189	17	71
000356F|quiver	17595	17702	000356F_F189	68	103
000356F|quiver	17399	17440	000356F_F189	3	16
000357F|quiver	47522	47301	000357F_F160	6	76
000357F|quiver	62181	62315	000357F_F160	3	51
000357F|quiver	63440	63490	000357F_F160	51	67
000357F|quiver	63487	63519	000357F_F160	67	77
000361F|quiver	46853	47098	000361F_R252	220	301
000364F|quiver	12442	12834	000364F_F29	5	135
000364F|quiver	12442	12834	000364F_F30	5	135
000367F|quiver	31517	31422	000367F_F61	2	33
000367F|quiver	31425	31348	000367F_F61	33	59
000374F|quiver	39499	39212	000374F_R144	2	97
000374F|quiver	36130	35843	000374F_R144	2	97
000374F|quiver	35005	34718	000374F_R144	2	97
000374F|quiver	33880	33593	000374F_R144	2	97
000374F|quiver	38373	38086	000374F_R144	2	97
000374F|quiver	37256	36969	000374F_R144	2	97
000374F|quiver	32756	32469	000374F_R144	2	97
000380F|quiver	5418	4915	000380F_R224	4	168
000380F|quiver	4974	4663	000380F_R224	58	160
000380F|quiver	4698	4366	000380F_R224	58	168
000387F|quiver	2460	2239	000387F_R210	4	77
000387F|quiver	10482	10261	000387F_R210	4	77
000397F|quiver	48729	48574	000397F_R46	2	53
000397F|quiver	48729	48574	000397F_R47	2	53
000397F|quiver	48729	48574	000397F_R48	2	53
000402F|quiver	34285	34407	000402F_R126	39	81
000402F|quiver	12700	12530	000402F_R126	26	81
000402F|quiver	32144	32299	000402F_R126	26	81
000404F|quiver	23784	23969	000404F_F51	2	63
000404F|quiver	57690	57797	000404F_F51	10	45
000404F|quiver	55583	55690	000404F_F51	10	45
000404F|quiver	49228	49374	000404F_F51	3	58
000404F|quiver	26080	26112	000404F_F51	53	63
000404F|quiver	42874	43035	000404F_F51	3	61
000404F|quiver	51401	51475	000404F_F51	28	58
000404F|quiver	45048	45128	000404F_F51	25	58
000404F|quiver	45007	45048	000404F_F51	11	24
000404F|quiver	38625	38753	000404F_F51	5	51
000404F|quiver	51328	51495	000404F_F51	3	65
000404F|quiver	38711	38797	000404F_F51	37	63
000404F|quiver	36666	36707	000404F_F51	51	64
000404F|quiver	59805	59843	000404F_F51	10	22
000409F|quiver	43460	43540	000409F_R200	39	65
000409F|quiver	4785	4705	000409F_R200	39	65
000415F|quiver	34172	34101	000415F_R100	103	126
000417F|quiver	39433	39786	000417F_F92	64	185
000454F|quiver	37148	37477	000454F_F108	31	140
000475F|quiver	3200	3484	000475F_F13	50	144
000475F|quiver	3200	3484	000475F_F34	50	144
000475F|quiver	3200	3484	000475F_F56	50	144
000475F|quiver	3200	3484	000475F_F61	50	144
000475F|quiver	3200	3484	000475F_F66	50	144
000475F|quiver	17245	17319	000475F_F8	44	68
000475F|quiver	7885	7959	000475F_F8	44	68
000475F|quiver	26870	26944	000475F_F8	44	68
000475F|quiver	31583	31657	000475F_F8	44	68
000475F|quiver	36326	36400	000475F_F8	44	68
000477F|quiver	8949	8830	000477F_F105	2	41
000477F|quiver	5341	5222	000477F_F105	2	41
000477F|quiver	7169	7050	000477F_F105	2	41
000477F|quiver	10671	10552	000477F_F105	2	41
000477F|quiver	3565	3452	000477F_F105	4	41
000477F|quiver	28809	28928	000477F_F105	2	41
000477F|quiver	12504	12406	000477F_F105	9	41
000477F|quiver	12607	12530	000477F_F105	2	27
000477F|quiver	12649	12572	000477F_F105	2	27
000487F|quiver	14623	14321	000487F_F260	135	241
000487F|quiver	1241	1339	000487F_F260	135	167
000487F|quiver	1380	1565	000487F_F260	182	243
000487F|quiver	8515	8664	000487F_F260	245	296
000495F|quiver	51894	51781	000495F_F10	4	41
000495F|quiver	51695	51642	000495F_F10	71	88
000499F|quiver	1401	1063	000499F_F5	19	128
000499F|quiver	3472	3801	000499F_R156	17	129
000503F|quiver	41575	41655	000503F_F189	25	51
000528F|quiver	32177	32440	000528F_R34	16	98
000535F|quiver	36312	36464	000535F_F64	3	53
000535F|quiver	36466	36498	000535F_F64	54	64
000540F|quiver	21560	21601	000540F_R49	38	51
000548F|quiver	17923	17606	000548F_F9	12	114
000586F|quiver	23878	23309	000586F_R46	20	209
000586F|quiver	25131	25535	000586F_R46	77	211
000590F|quiver	20034	20180	000590F_F130	119	167
000590F|quiver	19691	19912	000590F_F130	4	77
000590F|quiver	19900	19965	000590F_F130	74	95
000606F|quiver	31588	31391	000606F_R61	13	78
000608F|quiver	8850	9521	000608F_F27	87	310
000646F|quiver	35034	34876	000646F_R6	17	69
000646F|quiver	37260	37102	000646F_R6	17	69
000646F|quiver	34290	34195	000646F_R6	17	48
000646F|quiver	35777	35682	000646F_R6	17	48
000646F|quiver	32808	32713	000646F_R6	17	48
000646F|quiver	31330	31172	000646F_R6	17	69
000646F|quiver	38011	37853	000646F_R6	17	69
000646F|quiver	22364	22260	000646F_R6	12	48
000646F|quiver	33548	33474	000646F_R6	17	41
000646F|quiver	33492	33391	000646F_R6	36	69
000646F|quiver	32069	31995	000646F_R6	17	41
000646F|quiver	32013	31912	000646F_R6	36	69
000646F|quiver	32104	31982	000646F_R6	5	44
000655F|quiver	35325	35116	000655F_F6	21	90
000655F|quiver	35128	35024	000655F_F6	87	121
000655F|quiver	34738	34496	000655F_F6	37	119
000655F|quiver	15555	15854	000655F_F6	26	119
000655F|quiver	35005	34763	000655F_F6	38	119
000655F|quiver	15939	16124	000655F_F6	59	120
000662F|quiver	24313	24429	000662F_R60	2	40
000666F|quiver	6244	6504	000666F_F255	30	116
000666F|quiver	6244	6504	000666F_R6	30	116
000683F|quiver	28444	28509	000683F_F78	4	25
000706F|quiver	16935	16357	000706F_R34	77	261
000706F|quiver	29315	28890	000706F_R34	129	261
000706F|quiver	29318	28758	000706F_R67	310	496
000706F|quiver	30229	29675	000706F_R67	260	452
000706F|quiver	29315	28890	000706F_R67	129	261
000714F|quiver	21378	21500	000714F_F1	56	96
000715F|quiver	10078	9899	000715F_R120	14	73
000771F|quiver	5461	6273	000771F_F35	5	275
000792F|quiver	23607	23804	000792F_F72	13	78
000803F|quiver	23212	22781	000803F_R54	18	161
001975F|quiver	4898	4770	000852F_F121	9	51
001975F|quiver	11347	11294	000852F_F121	34	51
002896F|quiver	1468	1415	000852F_F148	69	86
001975F|quiver	4898	4770	000852F_F22	9	51
001975F|quiver	11347	11294	000852F_F22	34	51
002008F|quiver	8931	8881	000852F_F46	41	57
002008F|quiver	1884	1834	000852F_F46	41	57
002008F|quiver	8931	8881	000852F_F80	41	57
002008F|quiver	1884	1834	000852F_F80	41	57
000901F|quiver	9183	11597	000901F_F26	48	852
000968F|quiver	26808	26635	000968F_R4	7	64
001016F|quiver	10370	10302	001016F_R34	2	24
001046F|quiver	1153	1013	001046F_R87	8	54
001077F|quiver	7002	7268	001077F_F21	9	97
000403F|quiver	51000	50929	001085F_R51	19	42
000403F|quiver	51000	50929	001085F_R52	19	42
000403F|quiver	51000	50929	001085F_R53	19	42
001092F|quiver	7431	7493	001092F_F41	26	46
001133F|quiver	533	480	001133F_F115	8	25
001133F|quiver	20577	20416	001133F_R17	13	66
001133F|quiver	19191	19030	001133F_R17	13	66
001133F|quiver	19191	19030	001133F_R29	13	66
001133F|quiver	20577	20416	001133F_R29	13	66
001148F|quiver	12665	11901	001148F_R59	4	259
001148F|quiver	12187	12107	001148F_R59	164	190
001179F|quiver	23298	23420	001179F_F78	2	43
001202F|quiver	13726	7118	001202F_R36	29	2231
001206F|quiver	3940	3827	001206F_R15	91	127
001206F|quiver	4173	3799	001206F_R15	13	138
001304F|quiver	7272	7472	001304F_F40	3	69
001308F|quiver	5369	5142	001308F_R40	4	79
001975F|quiver	4898	4770	001318F_F30	9	51
001975F|quiver	11347	11294	001318F_F30	34	51
000962F|quiver	28179	28229	001326F_R49	43	59
000962F|quiver	28179	28229	001326F_R50	43	59
001334F|quiver	9669	10322	001334F_F67	2	219
001975F|quiver	4898	4770	001336F_F103	9	51
001975F|quiver	11347	11294	001336F_F103	34	51
001975F|quiver	4898	4770	001336F_F33	9	51
001975F|quiver	11347	11294	001336F_F33	34	51
001975F|quiver	4898	4770	001336F_F69	9	51
001975F|quiver	11347	11294	001336F_F69	34	51
001394F|quiver	9549	9052	001394F_R58	2	167
001394F|quiver	9549	9052	001394F_R59	2	167
001447F|quiver	2464	2649	001447F_F11	9	78
001447F|quiver	1759	1911	001447F_F11	18	63
001456F|quiver	6179	5613	001456F_R49	160	355
001456F|quiver	6161	5592	001456F_R49	73	271
001456F|quiver	6173	5655	001456F_R49	260	432
001456F|quiver	5909	5613	001456F_R49	67	166
001461F|quiver	4542	4456	001461F_R45	30	58
001491F|quiver	11343	11432	001491F_F15	56	85
001491F|quiver	8470	8595	001491F_F23	60	101
001491F|quiver	5582	5707	001491F_F23	60	101
001491F|quiver	2718	2843	001491F_F23	60	101
001491F|quiver	11343	11432	001491F_F3	56	85
001491F|quiver	11343	11432	001491F_F8	56	85
001503F|quiver	15944	16189	001503F_F67	54	135
001503F|quiver	15839	16000	001503F_F67	126	179
001503F|quiver	15944	16000	001503F_F67	125	143
001515F|quiver	3338	3466	001515F_F21	101	143
001527F|quiver	6851	6750	001527F_F28	10	43
001750F|quiver	11285	10947	001750F_R20	25	137
001764F|quiver	11992	11720	001764F_F6	72	165
001784F|quiver	691	741	001784F_F5	18	34
001887F|quiver	8800	8883	001887F_F7	39	66
001906F|quiver	4973	4929	001906F_R2	10	24
001965F|quiver	4629	5222	001965F_F6	11	200
001965F|quiver	6427	6963	001965F_F6	28	203
001965F|quiver	12514	12798	001965F_F6	80	174
001965F|quiver	12264	12518	001965F_F6	2	81
001975F|quiver	4898	4770	001975F_R47	9	51
001975F|quiver	11347	11294	001975F_R47	34	51
002008F|quiver	8931	8881	002008F_R22	41	57
002008F|quiver	1884	1834	002008F_R22	41	57
002008F|quiver	8931	8881	002008F_R53	41	57
002008F|quiver	1884	1834	002008F_R53	41	57
002072F|quiver	4798	5019	002072F_F15	4	77
002152F|quiver	8669	8622	002152F_F22	36	51
002152F|quiver	5330	5404	002152F_R6	37	61
002406F|quiver	6655	6485	002406F_R13	13	69
002406F|quiver	8689	8501	002406F_R13	7	69
002406F|quiver	3909	3829	002406F_R13	30	57
002406F|quiver	5959	5810	002406F_R13	20	69
002406F|quiver	9293	9177	002406F_R13	30	69
002406F|quiver	3877	3797	002406F_R13	42	68
002563F|quiver	7684	7878	002563F_F26	83	147
002563F|quiver	8083	8274	002563F_F26	84	147
002563F|quiver	8479	8556	002563F_F26	84	109
002586F|quiver	8209	8412	002586F_F16	4	71
002611F|quiver	4889	4695	002611F_R24	27	91
002611F|quiver	3801	3607	002611F_R24	27	91
002611F|quiver	4668	4618	002611F_R24	100	116
002611F|quiver	3580	3530	002611F_R24	100	116
002611F|quiver	6991	6797	002611F_R24	27	91
002611F|quiver	6770	6720	002611F_R24	100	116
002611F|quiver	2722	2528	002611F_R24	27	91
002611F|quiver	2501	2451	002611F_R24	100	116
002611F|quiver	1671	1477	002611F_R24	27	91
002611F|quiver	1450	1400	002611F_R24	100	116
002611F|quiver	7823	7773	002611F_R24	100	116
002611F|quiver	7863	7816	002611F_R24	87	102
002611F|quiver	5721	5671	002611F_R24	100	116
002611F|quiver	5920	5714	002611F_R24	34	102
002660F|quiver	3456	2980	002660F_R19	17	175
002694F|quiver	3049	3270	002694F_F20	39	112
002694F|quiver	5051	5203	002694F_F20	72	121
002694F|quiver	4011	4283	002694F_F20	28	119
002694F|quiver	1241	1546	002694F_F20	11	112
002694F|quiver	1890	2279	002694F_F20	15	112
002694F|quiver	2609	2965	002694F_F20	3	121
002694F|quiver	6196	6510	002694F_F20	11	112
002694F|quiver	3276	3629	002694F_F20	34	121
002694F|quiver	357	551	002694F_F20	48	112
002694F|quiver	5882	6193	002694F_F20	18	119
002694F|quiver	3350	3475	002694F_F20	29	70
002694F|quiver	1017	1244	002694F_F20	47	121
002694F|quiver	3733	3960	002694F_F20	46	121
002694F|quiver	3594	3746	002694F_F20	29	79
002694F|quiver	5964	6287	002694F_F20	15	121
002694F|quiver	302	424	002694F_F20	29	70
002694F|quiver	2015	2302	002694F_F20	27	120
002694F|quiver	52	249	002694F_F20	27	121
002694F|quiver	4807	4839	002694F_F20	102	112
002694F|quiver	3433	3603	002694F_F20	27	112
002694F|quiver	6246	6536	002694F_F20	27	121
002694F|quiver	4058	4126	002694F_F20	15	37
002694F|quiver	1682	1822	002694F_F20	25	75
002694F|quiver	6217	6375	002694F_F20	47	120
002694F|quiver	1345	1572	002694F_F20	46	121
002694F|quiver	21	236	002694F_F20	46	119
002694F|quiver	5168	5257	002694F_F20	29	58
002694F|quiver	5253	5288	002694F_F20	57	68
002694F|quiver	3806	3934	002694F_F20	70	112
002694F|quiver	6674	6775	002694F_F20	27	64
002694F|quiver	3971	4105	002694F_F20	15	59
002694F|quiver	3925	4263	002694F_F20	29	112
002694F|quiver	17	94	002694F_F20	47	70
002694F|quiver	2053	2196	002694F_F20	11	61
002694F|quiver	7499	7606	002694F_F20	29	64
002694F|quiver	4105	4284	002694F_F20	6	68
002694F|quiver	357	572	002694F_F20	19	68
002694F|quiver	4343	4624	002694F_F20	29	121
002694F|quiver	1129	1239	002694F_F20	29	68
002694F|quiver	4819	4875	002694F_F20	55	73
002694F|quiver	6347	6379	002694F_F20	60	70
002874F|quiver	3176	3036	002874F_R14	16	62
002874F|quiver	4659	4600	002874F_R14	16	35
002874F|quiver	4621	4502	002874F_R14	30	68
002874F|quiver	6137	6000	002874F_R14	16	61
002874F|quiver	5398	5264	002874F_R14	16	60
002874F|quiver	1012	857	002874F_R14	2	52
002874F|quiver	2439	2380	002874F_R14	16	35
002874F|quiver	1034	828	002874F_R14	5	62
002874F|quiver	2459	2301	002874F_R14	10	61
002874F|quiver	954	910	002874F_R14	21	35
002896F|quiver	1554	1450	002896F_R23	41	75
002953F|quiver	3382	3720	002953F_F13	3	115
003671F|quiver	218	66	003671F_R18	9	59
003671F|quiver	218	66	003671F_R19	9	59
4373|quiver	9776	9669	4373_R14	18	53
4373|quiver	9819	9778	4373_R14	4	17
4373|quiver	4597	4490	4373_R14	18	53
4373|quiver	4640	4599	4373_R14	4	17
4373|quiver	8053	7946	4373_R14	18	53
4373|quiver	8096	8055	4373_R14	4	17
4373|quiver	2912	2766	4373_R14	4	52
4373|quiver	1189	1070	4373_R14	6	45
4373|quiver	1152	1075	4373_R14	18	43
4374|quiver	16006	16248	4374_F13	2	82
4374|quiver	22906	23148	4374_F13	2	82
4396|quiver	1183	1410	4396_F24	48	123
4396|quiver	9120	9347	4396_F24	48	123
4396|quiver	11739	11966	4396_F24	48	123
4396|quiver	3987	4064	4396_F24	98	123
4396|quiver	11867	11911	4396_F24	91	105
4396|quiver	1183	1410	4396_F25	48	123
4396|quiver	9120	9347	4396_F25	48	123
4396|quiver	11739	11966	4396_F25	48	123
4396|quiver	3987	4064	4396_F25	98	123
4396|quiver	11867	11911	4396_F25	91	105
